572	297	10	21
572	295	12	24
572	295	12	23
573	296	11	24
573	295	11	23
573	296	11	23
573	296	11	22
573	295	11	22
574	295	11	23
574	295	11	24
575	295	12	24
574	295	12	23
575	296	11	23
575	296	11	23
576	296	11	23
574	297	12	24
575	298	12	23
573	297	13	22
572	298	13	23
572	298	13	22
572	301	13	19
570	302	13	20
571	303	12	18
572	303	12	19
572	303	11	18
574	303	10	18
575	303	10	20
576	302	11	23
577	303	10	26
577	304	11	23
580	303	11	24
582	306	11	22
586	307	10	21
588	304	11	24
592	306	11	24
597	307	10	21
601	307	11	22
603	307	11	22
605	306	13	26
608	306	13	26
610	308	12	23
612	307	13	25
613	309	12	23
614	310	12	22
616	310	12	22
617	311	12	21
619	311	12	24
621	311	12	25
622	312	13	25
624	313	12	25
625	313	13	24
626	312	13	24
627	313	13	24
629	314	12	24
630	313	12	23
631	314	12	22
632	315	12	24
632	315	12	25
632	316	12	26
632	316	12	25
632	317	12	26
632	316	13	27
633	317	12	26
633	317	13	27
633	318	12	25
633	318	12	27
633	320	12	25
634	321	12	24
634	322	12	24
636	322	12	24
636	323	11	24
637	323	12	24
638	323	11	22
638	323	11	22
639	324	11	22
638	324	11	22
639	325	11	20
638	326	11	21
638	325	12	23
638	327	11	22
638	326	12	23
637	326	12	25
637	326	12	26
637	327	12	24
636	327	12	24
636	328	12	23
636	328	12	21
634	329	12	22
636	330	12	22
636	331	12	22
636	332	11	21
635	333	12	21
636	332	11	23
635	333	13	24
635	334	11	22
635	334	12	23
635	334	11	24
634	336	12	23
635	337	11	23
634	338	13	24
635	338	12	24
634	338	13	25
633	340	13	24
634	341	13	24
633	343	13	23
634	343	12	22
631	343	14	23
626	348	11	24
632	347	12	25
633	347	11	25
629	348	15	26
632	349	13	24
632	350	11	22
633	351	12	23
631	352	12	21
631	353	13	22
630	354	13	23
630	355	13	21
628	356	12	22
628	357	13	24
627	357	13	24
627	358	13	23
626	359	13	22
626	360	12	22
624	361	13	25
624	362	12	27
624	362	12	27
624	363	12	26
623	365	12	24
623	364	11	24
622	365	11	22
622	366	11	22
620	367	12	22
620	366	11	20
620	367	12	21
618	366	13	22
616	367	13	22
613	366	14	24
612	366	14	22
608	366	13	22
605	366	13	22
602	366	12	22
600	365	12	20
597	366	12	22
594	365	12	24
593	366	12	25
593	366	13	24
596	367	13	22
598	366	12	22
600	366	11	21
601	367	12	23
603	366	12	22
602	366	13	22
602	366	13	21
603	367	13	22
603	367	15	23
602	367	14	24
604	368	13	24
605	367	14	26
606	368	13	24
608	369	11	21
609	369	12	22
612	369	12	23
614	371	12	23
616	372	12	22
618	372	11	21
620	374	11	19
621	374	11	19
622	373	12	21
623	374	12	21
624	374	13	22
627	374	12	21
627	374	13	21
629	373	14	23
632	374	13	22
632	372	14	24
637	373	14	22
640	374	13	22
643	376	13	23
646	375	13	24
650	376	12	23
654	377	12	23
656	377	13	23
659	378	13	22
663	378	11	21
664	379	11	20
665	378	11	20
665	377	12	21
664	376	14	22
661	376	14	22
658	374	13	25
658	376	13	21
654	372	15	24
652	372	15	23
650	371	15	22
647	372	15	21
647	372	12	24
645	372	11	25
639	371	14	27
636	370	13	28
633	370	13	26
631	371	12	23
624	368	14	24
622	370	12	23
617	369	12	22
613	368	11	22
608	368	12	21
602	369	12	21
595	370	12	20
590	370	13	22
584	369	12	22
579	369	12	21
578	370	11	20
577	369	13	20
578	369	12	19
577	366	14	22
581	369	12	22
584	369	11	23
586	370	12	23
588	370	11	23
591	370	12	23
594	370	11	21
596	371	11	21
598	370	11	21
599	370	11	20
598	369	12	20
599	369	12	21
600	369	11	23
599	369	12	24
600	368	12	24
600	368	12	23
601	366	13	25
602	367	14	25
603	365	14	26
605	365	13	24
606	364	13	23
607	366	13	21
610	364	12	23
613	364	12	22
615	363	12	21
616	362	13	21
620	362	12	20
622	361	12	21
626	360	12	20
626	357	13	20
631	356	12	20
633	355	12	21
635	353	12	23
638	352	13	22
641	350	13	22
645	348	14	24
648	347	12	23
651	346	12	22
654	343	11	21
657	343	11	21
661	341	11	21
663	339	11	21
665	336	11	21
667	334	12	22
668	331	13	23
669	331	13	21
670	327	13	24
672	326	13	23
673	325	13	23
674	325	12	19
674	322	12	21
674	321	12	20
674	318	13	21
674	316	12	22
673	314	12	24
672	313	12	24
670	311	12	24
668	311	12	23
667	308	13	24
664	308	12	22
662	305	12	23
661	304	12	22
661	303	12	22
662	302	12	22
664	301	13	23
664	300	13	24
666	300	13	23
667	300	13	23
668	299	13	23
669	298	13	24
669	298	14	23
671	297	14	23
672	297	12	21
673	298	12	21
674	297	12	22
673	298	13	23
674	298	13	23
674	298	12	24
675	299	12	22
674	300	14	24
673	300	14	23
673	300	13	22
672	301	13	21
670	300	12	22
668	301	13	23
665	301	14	24
665	302	12	24
663	302	12	23
659	301	13	24
658	302	12	22
656	302	12	23
654	302	11	22
653	303	11	22
654	305	10	21
654	305	11	22
654	306	11	23
654	305	12	23
654	306	11	23
654	307	12	22
654	307	12	21
654	306	12	21
654	308	12	20
655	308	11	20
655	309	11	19
656	309	11	19
657	309	11	20
657	310	11	18
656	311	12	18
657	311	11	17
657	311	12	18
658	311	11	19
658	313	10	20
657	315	10	18
658	314	10	17
657	314	10	18
657	313	11	19
646	312	14	21
647	313	15	22
646	311	13	23
646	307	14	23
647	307	12	21
645	303	11	20
645	301	11	20
644	297	13	21
644	297	11	18
644	294	10	18
642	293	11	18
667	176	20	36
686	174	22	24
686	172	20	22
685	170	19	23
683	168	18	23
681	167	18	23
678	164	19	22
676	163	21	23
676	163	20	24
675	162	21	24
676	161	20	24
676	160	19	24
675	158	19	24
676	158	19	23
675	157	19	23
676	156	19	23
675	156	20	24
675	155	20	24
674	155	19	24
674	155	20	24
675	157	16	21
676	153	20	24
578	178	13	23
595	183	12	22
595	184	12	22
586	185	12	24
585	185	12	25
586	186	11	25
586	186	12	25
587	187	11	24
586	187	12	24
586	189	11	23
586	190	12	22
587	190	11	22
587	190	11	22
587	191	11	23
588	192	11	24
598	190	13	25
598	190	13	25
599	189	13	26
600	188	12	26
599	189	14	27
600	188	13	26
600	189	13	27
590	196	12	24
589	196	12	26
602	194	13	24
601	194	12	25
603	195	12	24
603	197	12	23
591	200	11	22
590	200	12	22
592	202	11	22
592	201	11	21
604	200	13	24
592	204	12	23
603	203	13	23
603	203	13	23
603	203	12	23
603	204	12	22
603	205	12	22
603	205	12	22
604	207	12	22
604	208	11	21
605	208	12	23
605	210	11	23
605	210	12	24
605	210	12	23
605	211	12	22
606	212	12	22
607	213	12	22
606	213	12	23
606	215	12	23
606	216	12	23
605	216	12	23
603	218	12	23
602	219	12	23
601	219	13	22
599	219	12	22
588	222	13	23
599	220	12	23
588	225	12	21
590	225	11	22
600	224	12	24
600	224	12	23
599	225	12	23
599	226	12	22
599	227	12	21
598	228	12	22
597	228	12	23
597	230	12	23
597	231	12	23
598	231	12	24
598	232	13	23
599	233	13	22
600	234	12	22
602	235	12	22
605	236	12	21
607	237	12	22
610	238	12	23
612	240	12	22
613	240	12	23
614	241	12	23
616	242	13	23
617	242	12	22
616	243	12	23
617	245	12	21
617	245	12	22
616	246	12	23
616	246	12	23
614	247	12	22
612	248	12	22
610	248	12	23
609	249	12	22
608	249	12	21
606	250	12	21
604	250	12	22
603	251	12	22
604	252	11	19
603	251	12	19
605	252	11	19
604	253	11	18
604	253	11	21
605	254	11	21
605	254	11	21
605	255	11	21
605	255	11	20
604	257	11	19
602	257	11	19
601	258	11	19
599	259	12	19
599	260	11	19
598	260	11	18
599	261	11	18
599	261	11	18
599	263	11	17
598	263	11	17
599	264	10	17
598	265	10	16
600	265	10	16
598	266	10	17
598	266	11	17
598	267	10	18
598	267	11	18
598	268	10	18
599	268	10	17
598	269	11	16
599	270	10	16
601	270	10	16
603	270	10	16
604	271	10	16
595	264	12	22
597	262	12	25
601	269	10	19
605	247	13	26
597	218	14	34
625	185	10	19
627	182	11	17
628	181	11	17
630	180	12	17
632	180	11	16
633	178	11	16
635	178	13	18
635	176	12	19
637	175	12	18
638	176	12	18
639	173	12	21
641	174	12	18
644	173	12	19
645	172	12	18
648	172	12	16
649	170	12	18
630	155	13	23
654	170	10	16
652	171	14	17
654	169	12	17
654	168	12	17
654	167	13	19
654	165	13	19
654	167	13	18
655	167	12	17
656	165	13	19
656	167	11	16
656	167	12	16
657	167	11	16
656	166	13	19
657	165	12	17
657	166	12	17
658	166	11	16
657	166	11	16
657	165	12	16
657	163	12	18
656	163	12	17
657	160	12	18
656	158	14	19
655	145	17	28
656	153	13	19
657	152	12	19
656	147	12	20
