285	380	302	79
398	366	136	84
392	367	145	83
383	365	157	84
412	364	131	86
411	362	131	83
412	360	137	86
417	357	132	84
419	356	136	85
425	354	133	85
428	356	132	80
430	355	130	84
432	354	131	83
435	356	126	81
438	354	123	84
440	354	121	83
443	353	115	79
447	354	111	75
451	352	105	77
454	353	101	78
461	353	89	75
462	352	85	74
468	354	77	74
471	354	69	74
477	355	67	69
478	356	65	65
479	355	57	66
482	356	47	64
483	358	52	61
481	357	39	63
480	361	48	61
479	367	48	56
747	395	89	58
705	354	156	114
792	15	40	72
1120	309	28	28
1110	298	47	44
753	396	93	76
744	399	97	75
750	418	91	56
463	115	330	442
280	370	271	92
214	364	87	54
215	375	83	48
215	377	85	46
216	376	86	45
217	376	86	45
217	375	87	45
218	375	87	46
220	376	86	46
221	376	86	47
223	376	84	45
222	375	85	49
224	375	87	47
225	375	86	49
225	376	85	48
225	375	86	48
226	374	86	48
228	374	86	51
229	373	83	51
230	375	84	48
230	374	83	52
233	375	80	47
234	376	78	44
235	375	73	44
236	376	68	43
238	375	64	44
238	372	54	44
241	376	50	42
243	374	44	42
244	374	39	42
246	374	35	41
248	374	28	40
250	374	23	38
250	384	21	28
253	393	14	22
247	394	17	22
232	374	17	26
227	371	18	29
713	179	291	356
648	103	107	110
651	88	91	80
649	91	89	77
646	92	90	75
643	93	92	75
638	96	92	73
640	92	92	75
637	91	90	76
633	91	91	74
630	90	92	75
629	87	93	76
627	89	90	75
624	88	91	74
620	89	92	74
621	85	93	75
621	84	90	75
616	82	90	76
613	83	90	75
609	83	92	73
606	83	92	73
606	81	92	73
605	80	90	73
603	79	92	73
598	80	90	73
600	75	91	73
599	75	90	75
596	74	90	74
592	74	89	74
589	74	91	73
587	73	89	73
586	72	88	72
582	70	87	71
580	70	89	73
573	67	90	74
577	67	84	73
569	67	90	74
562	68	93	74
559	66	90	75
554	65	89	74
555	65	88	73
544	66	91	73
546	65	86	73
536	64	93	73
532	63	93	75
524	62	92	76
522	61	92	77
515	63	88	73
510	62	90	72
502	60	91	73
496	59	94	76
492	58	91	76
484	57	94	74
482	57	90	74
476	57	91	73
473	59	88	71
461	60	93	71
468	57	83	72
456	57	90	71
451	57	89	73
447	56	87	74
441	56	88	74
438	56	87	75
341	172	38	28
341	175	28	25
337	175	27	24
330	174	28	23
329	172	26	27
324	171	26	26
319	173	25	25
316	171	27	27
312	171	26	26
307	171	26	25
303	170	26	26
296	169	29	25
295	169	28	26
289	169	29	26
286	169	29	25
283	168	28	25
280	169	29	25
276	168	30	26
